,Type,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
4371,CS75,Changan,Automatic,Saudi,Full,2020,1.8,46000,62000
4373,Tahoe,Chevrolet,Automatic,Saudi,Standard,2016,5.2,144000,112000
4374,Echo Sport,Ford,Automatic,Gulf Arabic,Standard,2020,1.5,2819,59000
4375,Suburban,Chevrolet,Automatic,Saudi,Full,2015,5.3,70000,160000
4376,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,40000,42000
4379,Tahoe,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,123496,130000
4380,Mustang,Ford,Manual,Saudi,Full,2007,2.3,300000,28000
4382,Sportage,Kia,Automatic,Saudi,Semi Full,2016,2.0,163000,43000
4383,Yukon,GMC,Automatic,Saudi,Standard,2010,5.3,352000,42000
4385,Taurus,Ford,Automatic,Saudi,Semi Full,2015,3.6,203000,55000
4386,Grand Cherokee,Jeep,Automatic,Saudi,Full,2015,5.7,146000,95000
4387,Expedition,Ford,Automatic,Saudi,Standard,2016,5.4,95000,72000
4389,Tahoe,Chevrolet,Automatic,Saudi,Semi Full,2014,5.3,157000,68500
4390,Land Cruiser,Toyota,Manual,Saudi,Standard,2013,4.6,350000,86000
4391,Patrol,Nissan,Automatic,Saudi,Standard,2015,5.7,190000,99000
4392,Altima,Nissan,Automatic,Saudi,Semi Full,2014,2.5,139337,36500
4393,Hilux,Toyota,Manual,Saudi,Full,2016,2.7,28000,94000
4394,Sunny,Nissan,Automatic,Saudi,Standard,2009,1.0,377000,11000
4395,Taurus,Ford,Automatic,Other,Semi Full,2010,3.5,318000,23000
4396,Accent,Hyundai,Automatic,Saudi,Standard,2015,1.4,500000,22000
4397,6,Mazda,Automatic,Other,Standard,2016,2.5,122000,53000
4403,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,95000,28000
4407,Tahoe,Chevrolet,Automatic,Saudi,Standard,2019,5.3,40000,145000
4408,Emgrand,Geely,Automatic,Saudi,Full,2020,2.4,37000,58000
4409,Taurus,Ford,Automatic,Saudi,Standard,2018,2.0,95000,75000
4410,Town Car,Others,Automatic,Saudi,Semi Full,2005,5.0,286,14000
4412,Yaris,Toyota,Automatic,Saudi,Standard,2016,1.5,166000,28500
4414,3,Mazda,Automatic,Saudi,Standard,2018,1.8,54000,54000
4415,Sonata,Hyundai,Automatic,Saudi,Standard,2019,2.4,110900,57000
4419,G80,Genesis,Automatic,Saudi,Semi Full,2018,3.8,97000,98000
4422,Hilux,Toyota,Manual,Gulf Arabic,Semi Full,2020,2.7,49000,103000
4426,Colorado,Chevrolet,Manual,Saudi,Standard,2013,1.4,196000,28000
4428,Sonata,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,44000,88000
4429,C300,Chrysler,Automatic,Other,Full,2016,3.6,121000,72000
4430,Camry,Toyota,Automatic,Saudi,Full,2020,2.5,1700,115000
4431,C,Mercedes,Automatic,Gulf Arabic,Full,2020,2.0,50000,150000
4434,Explorer,Ford,Automatic,Gulf Arabic,Full,2016,3.5,76677,111500
4435,Pajero,Mitsubishi,Automatic,Gulf Arabic,Full,2018,3.5,56000,76000
4436,F150,Ford,Automatic,Gulf Arabic,Full,2020,5.0,2061,155000
4437,GLE,Mercedes,Automatic,Saudi,Semi Full,2016,3.0,71000,138000
4438,CX9,Mazda,Automatic,Saudi,Full,2020,4.0,51000,130000
4439,Tahoe,Chevrolet,Automatic,Saudi,Semi Full,2019,8.0,132346,140000
4440,C,Mercedes,Automatic,Other,Full,2016,2.0,99000,129000
4442,Avalon,Toyota,Automatic,Saudi,Full,2014,3.8,156000,73000
4443,Pajero,Mitsubishi,Automatic,Saudi,Full,2018,3.8,60000,85000
4445,Hilux,Toyota,Manual,Saudi,Standard,2015,2.7,239900,46000
4446,Cerato,Kia,Automatic,Saudi,Semi Full,2014,1.6,223,24000
4447,Suburban,Chevrolet,Automatic,Saudi,Semi Full,2011,4.7,462000,40000
4452,Maxima,Nissan,Automatic,Saudi,Full,2016,3.5,155000,65000
4456,Rio,Kia,Automatic,Saudi,Standard,2019,1.4,79000,31000
4457,Hilux,Toyota,Manual,Gulf Arabic,Standard,2016,2.7,182774,62000
4458,Land Cruiser,Toyota,Manual,Saudi,Full,2015,4.0,136000,140000
4461,Challenger,Dodge,Automatic,Saudi,Full,2013,5.7,173,38000
4464,Prado,Toyota,Automatic,Gulf Arabic,Standard,2018,4.0,90000,138000
4467,Impala,Chevrolet,Automatic,Saudi,Semi Full,2016,3.6,51000,62000
4469,Accent,Hyundai,Automatic,Saudi,Semi Full,2018,1.4,51000,35000
4471,Rav4,Toyota,Automatic,Saudi,Standard,2018,2.5,133578,77500
4473,Sonata,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,226000,41000
4474,Traverse,Chevrolet,Automatic,Saudi,Semi Full,2011,2.5,65000,35000
4477,Maxima,Nissan,Manual,Saudi,Standard,2000,3.5,400000,12500
4479,Other,Ford,Automatic,Gulf Arabic,Semi Full,2013,3.0,318000,40000
4481,Senta fe,Hyundai,Automatic,Saudi,Standard,2016,3.3,134000,48000
4482,Duster,Renault,Automatic,Saudi,Standard,2017,2.0,124000,27000
4483,Tucson,Hyundai,Automatic,Saudi,Standard,2017,1.6,17005,70000
4485,Taurus,Ford,Automatic,Saudi,Semi Full,2019,2.0,89500,76000
4489,Hilux,Toyota,Manual,Saudi,Standard,2018,2.7,16700,72000
4490,Prado,Toyota,Automatic,Saudi,Semi Full,2018,4.0,74000,150000
4491,FJ,Toyota,Automatic,Saudi,Semi Full,2016,4.0,381000,88000
4492,3,Mazda,Automatic,Saudi,Standard,2015,1.6,200000,25000
4493,Tahoe,Chevrolet,Automatic,Saudi,Standard,2015,5.3,199000,97000
4496,Van,Ford,Automatic,Other,Semi Full,2013,3.6,186,45000
4497,Range Rover,Land Rover,Automatic,Saudi,Full,2004,5.3,300000,22000
4498,Innova,Toyota,Automatic,Saudi,Standard,2015,2.7,230000,45000
4500,Pajero,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,193000,58000
4501,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,65000,30000
4502,Tahoe,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,131929,116500
4503,2,Mazda,Automatic,Saudi,Standard,2011,1.5,37000,14000
4505,Cerato,Kia,Automatic,Other,Standard,2012,1.6,312287,17000
4506,Hilux,Toyota,Manual,Saudi,Semi Full,2017,2.7,150000,70000
4507,C300,Chrysler,Automatic,Other,Full,2013,5.7,178000,45000
4509,Hiace,Toyota,Manual,Saudi,Standard,2016,2.4,205812,65000
4510,Cerato,Kia,Automatic,Other,Semi Full,2014,1.6,187,25000
4511,GX,Lexus,Automatic,Saudi,Full,2015,4.6,170000,135000
4512,Silverado,Chevrolet,Automatic,Saudi,Semi Full,2014,5.3,213000,70000
4513,Yaris,Toyota,Automatic,Saudi,Standard,2019,1.5,112000,39500
4514,Hilux,Toyota,Manual,Saudi,Standard,2018,2.7,88000,79500
4516,Range Rover,Land Rover,Automatic,Saudi,Full,2009,5.0,195000,45000
4520,Camry,Toyota,Automatic,Saudi,Standard,2017,2.5,135000,60000
4521,Elantra,Hyundai,Automatic,Saudi,Full,2014,2.0,290000,33500
4523,Marquis,Ford,Automatic,Saudi,Semi Full,2005,4.6,270000,15000
4524,Charger,Dodge,Automatic,Other,Full,2013,5.7,175,38000
4525,Tahoe,Chevrolet,Automatic,Saudi,Standard,2019,5.3,117000,145000
4527,i40,Hyundai,Automatic,Saudi,Full,2015,2.0,48000,47000
4529,Patrol,Nissan,Automatic,Saudi,Full,2010,5.6,346000,70000
4530,Pajero,Mitsubishi,Automatic,Saudi,Full,2016,3.5,132000,56000
4532,C300,Chrysler,Automatic,Saudi,Semi Full,2008,6.0,212,12500
4534,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,83000,37000
4535,F-Pace,Others,Automatic,Saudi,Full,2019,2.5,27000,185000
4537,XF,Others,Automatic,Saudi,Semi Full,2009,6.0,50000,35000
4538,The 4,BMW,Automatic,Saudi,Full,2016,2.0,110000,120000
4541,C,Mercedes,Automatic,Saudi,Semi Full,2019,2.0,44000,185000
4542,S,Mercedes,Automatic,Saudi,Semi Full,2000,3.0,100,15000
4545,Furniture,Toyota,Automatic,Saudi,Full,2017,4.0,102000,116500
4551,Corolla,Toyota,Automatic,Saudi,Standard,2016,1.6,270000,33000
4552,Innova,Toyota,Automatic,Saudi,Semi Full,2014,2.7,141000,55000
4553,Yukon,GMC,Automatic,Saudi,Full,2015,5.3,166616,135000
4554,H6,Others,Automatic,Saudi,Standard,2020,2.0,20000,57000
4555,Tucson,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,44000,64000
4556,Sierra,GMC,Automatic,Saudi,Full,2014,6.2,118000,100000
4557,Azera,Hyundai,Automatic,Saudi,Full,2016,3.0,91747,66500
4558,Range Rover,Land Rover,Automatic,Saudi,Full,2017,5.0,150000,115000
4560,Sonata,Hyundai,Automatic,Saudi,Standard,2017,2.4,127000,43000
4565,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,65700,32000
4566,Echo Sport,Ford,Automatic,Gulf Arabic,Semi Full,2020,2.0,2400,55000
4568,Silverado,Chevrolet,Automatic,Gulf Arabic,Full,2017,5.3,110000,107000
4569,Suburban,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,358000,55000
4572,Elantra,Hyundai,Automatic,Saudi,Standard,2019,1.6,73000,48500
4574,A8,Audi,Automatic,Other,Full,2013,4.0,100000,108000
4575,Caprice,Chevrolet,Automatic,Other,Standard,2013,6.0,215,42000
4577,Senta fe,Hyundai,Automatic,Saudi,Semi Full,2015,3.3,122,45000
4578,H2,Others,Automatic,Saudi,Full,2020,1.5,15000,49000
4581,Grand Cherokee,Jeep,Automatic,Saudi,Full,2020,3.6,27150,165000
4582,CT-S,Cadillac,Automatic,Saudi,Semi Full,2013,3.8,137000,45000
4583,Mustang,Ford,Automatic,Other,Full,2018,2.3,81000,119000
4585,B50,Others,Automatic,Other,Semi Full,2016,1.8,125000,20000
4586,Charger,Dodge,Automatic,Saudi,Semi Full,2018,1.6,5000,125000
4588,Furniture,Toyota,Automatic,Saudi,Full,2019,4.0,113000,105000
4589,Camry,Toyota,Automatic,Saudi,Standard,2014,2.5,220,46000
4590,6,MG,Automatic,Gulf Arabic,Full,2014,1.8,79000,23000
4591,Spark,Chevrolet,Automatic,Saudi,Standard,2017,1.4,101000,21000
4593,Yukon,GMC,Automatic,Saudi,Full,2011,5.3,350000,55000
4594,Taurus,Ford,Automatic,Other,Full,2016,3.5,129000,74000
4595,Bus Urvan,Nissan,Manual,Saudi,Standard,2016,2.5,106000,65000
4596,Previa,Toyota,Automatic,Gulf Arabic,Semi Full,2017,3.0,101000,65000
4597,Durango,Dodge,Automatic,Saudi,Semi Full,2014,3.6,244000,52000
4598,Sonata,Hyundai,Automatic,Saudi,Full,2018,2.4,97000,65000
4599,Malibu,Chevrolet,Automatic,Saudi,Full,2015,2.4,175500,32000
4601,Cadenza,Kia,Automatic,Saudi,Standard,2018,1.0,74000,60000
4602,Carnival,Kia,Automatic,Other,Standard,2014,6.0,259066,40000
4604,Hilux,Toyota,Manual,Saudi,Semi Full,2018,2.7,75335,78000
4605,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,123291,29500
4607,Pajero,Mitsubishi,Automatic,Saudi,Semi Full,2011,6.0,140000,38000
4608,Rio,Kia,Automatic,Other,Standard,2014,1.4,196,18000
4609,Elantra,Hyundai,Automatic,Saudi,Standard,2012,1.8,222000,17500
4611,Yukon,GMC,Automatic,Saudi,Standard,2013,3.5,157000,72000
4612,Sonata,Hyundai,Automatic,Gulf Arabic,Semi Full,2017,2.0,130,40000
4613,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,99104,26800
4615,Camry,Toyota,Automatic,Saudi,Full,2017,1.4,13400,65000
4616,Odyssey,Honda,Automatic,Other,Standard,2009,3.5,200000,38000
4617,Furniture,Toyota,Automatic,Gulf Arabic,Standard,2015,2.7,243000,50000
4619,Durango,Dodge,Automatic,Other,Full,2013,5.7,275000,40000
4621,Accord,Honda,Automatic,Saudi,Full,2009,2.4,159000,36000
4622,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,28000,54000
4623,Datsun,Nissan,Manual,Other,Full,2014,2.0,240000,30000
4625,The 7,BMW,Automatic,Saudi,Semi Full,2012,2.0,197000,50000
4627,Elantra,Hyundai,Automatic,Saudi,Standard,2020,2.0,142000,53000
4628,CS75,Changan,Automatic,Saudi,Standard,2021,1.6,8000,62000
4629,Taurus,Ford,Automatic,Saudi,Semi Full,2013,3.5,280000,46000
4632,Genesis,Hyundai,Automatic,Other,Standard,2017,3.8,128000,83000
4633,Taurus,Ford,Automatic,Saudi,Standard,2011,4.5,301515,26000
4635,H2,Others,Automatic,Saudi,Full,2021,1.5,6000,57900
4636,Sunny,Nissan,Automatic,Saudi,Standard,2017,1.5,106646,22500
4637,Camry,Toyota,Automatic,Saudi,Standard,2012,2.4,217000,39500
4638,X-Trail,Nissan,Automatic,Saudi,Semi Full,2017,2.5,119000,51000
4640,Camry,Toyota,Automatic,Saudi,Semi Full,2016,2.4,268000,58000
4643,Escalade,Cadillac,Automatic,Other,Semi Full,2007,6.2,476000,18000
4644,Sonata,Hyundai,Automatic,Saudi,Full,2018,2.4,49271,81500
4645,Land Cruiser,Toyota,Automatic,Saudi,Full,2012,1.0,448000,109000
4648,Eado,Changan,Automatic,Saudi,Semi Full,2020,1.6,94182,44000
4649,Yukon,GMC,Automatic,Saudi,Semi Full,2016,5.3,129356,140000
4652,6,Mazda,Automatic,Saudi,Standard,2006,1.6,288000,11000
4654,Expedition,Ford,Automatic,Saudi,Semi Full,2010,5.4,230,35000
4655,Doblo,Others,Manual,Saudi,Standard,2016,1.4,28400,20000
4656,MKX,Others,Automatic,Other,Full,2016,3.7,99000,99000
4657,Furniture,Toyota,Automatic,Saudi,Full,2020,4.0,18000,128000
4660,Corolla,Toyota,Automatic,Other,Full,2015,2.0,80000,39000
4661,Mustang,Ford,Manual,Other,Full,2015,5.0,111000,92999
4662,Land Cruiser,Toyota,Automatic,Saudi,Full,2011,4.0,273392,100000
4663,Prado,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,86000,127000
4666,C,Mercedes,Automatic,Other,Full,2017,2.0,86000,105000
4669,XJ,Others,Automatic,Saudi,Full,2014,3.0,112000,95000
4670,Kona,Hyundai,Automatic,Saudi,Standard,2020,2.0,10239,66500
4671,Cerato,Kia,Automatic,Saudi,Standard,2017,1.6,72000,37500
4672,Pajero,Mitsubishi,Automatic,Saudi,Full,2017,3.8,251000,65000
4674,Land Cruiser,Toyota,Manual,Saudi,Standard,2003,4.6,300,40000
4678,Sunny,Nissan,Automatic,Saudi,Full,2020,1.5,1300,43000
4679,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,93000,29500
4683,Land Cruiser,Toyota,Automatic,Saudi,Semi Full,2017,4.6,125188,171500
4685,Tucson,Hyundai,Automatic,Saudi,Full,2016,2.4,97000,63000
4689,H1,Hyundai,Automatic,Saudi,Full,2014,2.4,185,39000
4690,Taurus,Ford,Automatic,Saudi,Standard,2018,2.0,91000,77000
4691,Land Cruiser,Toyota,Automatic,Saudi,Full,2013,5.7,257000,150000
4692,Charger,Dodge,Automatic,Saudi,Semi Full,2019,3.6,76000,102000
4693,Yaris,Toyota,Automatic,Saudi,Full,2015,1.5,204000,27500
4694,500,Others,Automatic,Saudi,Full,2020,1.4,11500,85000
4695,Tahoe,Chevrolet,Automatic,Other,Full,2018,5.3,127000,155000
4696,A5,Audi,Automatic,Saudi,Full,2016,2.0,108000,80000
4698,300,Chrysler,Automatic,Saudi,Full,2007,5.7,240000,17000
4700,Pajero,Mitsubishi,Automatic,Saudi,Standard,2012,3.5,77556,41500
4701,Grand Cherokee,Jeep,Automatic,Saudi,Full,2013,5.7,226,45000
4704,Armada,Nissan,Automatic,Saudi,Semi Full,2015,5.8,129500,40000
4706,Sonata,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,44590,89500
4707,Avalon,Toyota,Automatic,Saudi,Standard,2015,3.5,249000,76000
4708,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,97700,30000
4709,Accent,Hyundai,Automatic,Saudi,Standard,2020,1.4,35547,41500
4711,Senta fe,Hyundai,Automatic,Saudi,Full,2014,3.3,201421,57500
4713,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,115300,35000
4714,Hilux,Toyota,Manual,Saudi,Standard,2005,2.8,533000,25000
4715,Corolla,Toyota,Manual,Saudi,Standard,2015,1.6,128333,33000
4719,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,93315,35500
4720,Suburban,Chevrolet,Automatic,Gulf Arabic,Standard,2016,5.2,96000,126000
4721,RX,Lexus,Automatic,Saudi,Standard,2015,3.5,70000,95000
4722,Tahoe,Chevrolet,Automatic,Saudi,Semi Full,2019,5.3,33000,163000
4724,Expedition,Ford,Automatic,Saudi,Semi Full,2016,5.4,98000,72000
4725,C,Mercedes,Automatic,Other,Full,2017,2.0,20000,180000
4726,S,Mercedes,Automatic,Gulf Arabic,Semi Full,2013,3.0,130000,115000
4727,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,79000,30000
4728,Furniture,Toyota,Automatic,Saudi,Semi Full,2020,2.7,25000,110000
4729,Tahoe,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,363000,63000
4730,Flex,Ford,Automatic,Saudi,Standard,2014,3.5,128500,49000
4734,Taurus,Ford,Automatic,Saudi,Standard,2017,3.5,125000,62000
4741,E,Mercedes,Automatic,Saudi,Full,2016,3.0,64000,120000
4742,The 6,BMW,Automatic,Saudi,Semi Full,2016,3.0,39000,190000
4743,Silverado,Chevrolet,Automatic,Gulf Arabic,Semi Full,2014,5.3,233,75000
4744,Kona,Hyundai,Automatic,Saudi,Standard,2019,2.0,19000,59000
4745,Camry,Toyota,Automatic,Saudi,Standard,2015,2.5,310000,30000
4750,Tahoe,Chevrolet,Automatic,Saudi,Semi Full,2011,5.3,266000,56000
4751,Caprice,Chevrolet,Automatic,Saudi,Standard,2013,6.0,70375,80500
4752,Avalon,Toyota,Automatic,Other,Semi Full,2015,3.5,80000,86000
4754,Charger,Dodge,Automatic,Other,Full,2016,5.7,142000,89000
4758,Tahoe,Chevrolet,Automatic,Saudi,Standard,2013,5.3,362000,58000
4759,Elantra,Hyundai,Automatic,Saudi,Standard,2019,1.6,61374,46500
4760,Furniture,Toyota,Automatic,Saudi,Standard,2021,2.7,980,120000
4763,Taurus,Ford,Automatic,Saudi,Standard,2019,3.0,77000,77000
4764,H3,Others,Automatic,Saudi,Full,2009,5.2,200000,38000
4767,Land Cruiser,Toyota,Automatic,Saudi,Semi Full,2007,1.0,400000,30000
4768,Camry,Toyota,Automatic,Saudi,Full,2016,1.0,75000,62000
4771,Expedition,Ford,Automatic,Saudi,Semi Full,2007,5.4,300,18000
4776,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,89000,45000
4779,Seven,Changan,Automatic,Saudi,Standard,2020,1.4,41600,28000
4780,Accord,Honda,Automatic,Saudi,Semi Full,2013,2.4,363000,42500
4781,Caprice,Chevrolet,Automatic,Saudi,Standard,2013,6.0,106000,79000
4783,F150,Ford,Automatic,Gulf Arabic,Standard,2019,5.0,22000,110000
4785,Beetle,Volkswagen,Automatic,Saudi,Full,2015,6.0,130000,55000
4787,Tahoe,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,104000,112000
4788,Yukon,GMC,Automatic,Saudi,Semi Full,2016,5.3,112000,110000
4789,Jetta,Volkswagen,Automatic,Saudi,Full,2017,2.5,82000,54000
4790,Prado,Toyota,Manual,Saudi,Semi Full,2013,4.0,186000,55000
4791,Caprice,Chevrolet,Automatic,Saudi,Standard,2013,6.2,55769,90000
4793,Camry,Toyota,Automatic,Saudi,Standard,2013,2.5,376580,28000
4794,Land Cruiser,Toyota,Automatic,Saudi,Full,2011,4.6,211000,115000
4795,Charger,Dodge,Automatic,Saudi,Standard,2012,3.6,300,38000
4796,X,BMW,Automatic,Gulf Arabic,Full,2016,3.0,130000,160000
4798,The 3,BMW,Automatic,Saudi,Full,2018,2.0,96000,90000
4799,Caprice,Chevrolet,Automatic,Saudi,Standard,2015,6.0,105000,80000
4801,RX,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,59000,188000
4802,Acadia,GMC,Automatic,Saudi,Full,2014,3.6,250000,50000
4804,Edge,Ford,Automatic,Gulf Arabic,Standard,2017,3.5,82000,80000
4805,Impala,Chevrolet,Automatic,Saudi,Standard,2019,3.6,178000,67000
4806,Furniture,Toyota,Automatic,Saudi,Standard,2013,4.0,248500,58000
4808,Avanza,Toyota,Automatic,Saudi,Semi Full,2018,1.5,57000,46000
4809,500,Others,Automatic,Saudi,Full,2016,1.5,155000,45000
4810,Avalon,Toyota,Automatic,Gulf Arabic,Full,2017,3.5,53000,118000
4811,C300,Chrysler,Automatic,Saudi,Full,2018,5.7,65000,123000
4812,Durango,Dodge,Automatic,Saudi,Standard,2016,3.6,61000,72000
4816,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,72000,40000
4817,Marquis,Ford,Automatic,Other,Full,2010,4.6,200000,18000
4819,Taurus,Ford,Automatic,Other,Full,2016,3.5,91000,70000
4820,Sierra,GMC,Automatic,Saudi,Standard,2018,5.3,152000,124000
4822,Ciocca,Toyota,Automatic,Saudi,Semi Full,2013,5.7,235000,85000
4823,Yukon,GMC,Automatic,Saudi,Semi Full,2009,5.3,200000,40000
4824,Land Cruiser,Toyota,Automatic,Gulf Arabic,Full,2014,4.6,325000,126000
4829,Land Cruiser,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,62000,195000
4830,6,Mazda,Automatic,Gulf Arabic,Standard,2017,2.5,70000,53000
4831,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,61000,34000
4832,Silverado,Chevrolet,Automatic,Saudi,Full,2016,5.3,96000,95000
4833,Impala,Chevrolet,Automatic,Saudi,Semi Full,2019,3.5,91000,74000
4835,Cadenza,Kia,Manual,Gulf Arabic,Semi Full,2019,3.3,72000,88000
4837,Land Cruiser,Toyota,Automatic,Saudi,Full,2013,4.6,275000,125000
4839,Elantra,Hyundai,Automatic,Other,Standard,2018,1.6,83000,50000
4843,Land Cruiser,Toyota,Automatic,Saudi,Full,2019,4.6,134000,170000
4844,Flex,Ford,Automatic,Saudi,Semi Full,2012,3.5,277000,30000
4846,Traverse,Chevrolet,Automatic,Other,Standard,2011,3.6,320000,23000
4847,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,104681,36500
4848,Land Cruiser,Toyota,Automatic,Saudi,Semi Full,2015,5.7,170000,150000
4849,Elantra,Hyundai,Automatic,Saudi,Semi Full,2017,2.0,237356,42000
4851,Land Cruiser,Toyota,Automatic,Saudi,Full,2012,5.7,311000,115000
4853,Flex,Ford,Automatic,Saudi,Semi Full,2014,3.5,180000,47000
4855,Land Cruiser,Toyota,Automatic,Saudi,Standard,2015,4.7,345417,135000
4856,Furniture,Toyota,Manual,Saudi,Full,2010,2.7,450000,38000
4857,5008,Others,Automatic,Saudi,Standard,2012,1.6,12000,27000
4858,Avalon,Toyota,Automatic,Gulf Arabic,Full,2015,3.5,100000,87000
4860,Maxima,Nissan,Automatic,Saudi,Semi Full,2017,3.5,56000,78000
4861,Hilux,Toyota,Manual,Saudi,Semi Full,2018,2.7,20000,115000
4862,Prado,Toyota,Automatic,Saudi,Full,2020,4.0,8000,174000
4864,Land Cruiser Pickup,Toyota,Manual,Gulf Arabic,Semi Full,2015,4.0,232,65000
4865,Sunny,Nissan,Automatic,Saudi,Standard,2018,1.5,52000,31000
4866,Yaris,Toyota,Automatic,Saudi,Standard,2018,1.5,68000,35000
4869,Silverado,Chevrolet,Automatic,Saudi,Semi Full,2018,8.0,97000,83000
4871,Carnival,Kia,Automatic,Other,Semi Full,2016,3.3,85000,64000
4872,Furniture,Toyota,Automatic,Saudi,Full,2010,4.0,317000,43000
4874,Grand Marquis,Others,Automatic,Other,Full,2008,4.0,362000,19000
4876,The 7,BMW,Automatic,Saudi,Full,2011,2.0,115,65000
4878,Caprice,Chevrolet,Automatic,Gulf Arabic,Semi Full,2007,6.0,300,15000
4880,3,Mazda,Automatic,Saudi,Standard,2018,1.6,105000,38000
4882,X7,Geely,Automatic,Saudi,Full,2017,2.4,65000,45000
4883,300,Chrysler,Automatic,Gulf Arabic,Full,2016,3.5,18000,86000
4884,Pajero,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,205000,60000
4887,CRV,Honda,Automatic,Saudi,Semi Full,2014,2.4,215000,50000
4888,Corolla,Toyota,Automatic,Saudi,Standard,2017,1.6,28000,44000
4889,C,Mercedes,Automatic,Other,Full,2018,2.0,70000,177000
4890,Symbol,Renault,Automatic,Saudi,Standard,2020,1.6,46505,26000
4891,Pathfinder,Nissan,Automatic,Saudi,Semi Full,2010,3.5,400000,22500
4892,Corolla,Toyota,Manual,Saudi,Standard,2016,1.6,83000,38500
4893,Carnival,Kia,Automatic,Saudi,Standard,2020,3.3,200,106000
4894,Royal,Genesis,Automatic,Saudi,Full,2015,3.8,194000,85000
4895,CX9,Mazda,Automatic,Saudi,Semi Full,2014,3.7,289903,51500
4896,Prado,Toyota,Automatic,Saudi,Semi Full,2017,2.7,175000,108000
4897,Attrage,Mitsubishi,Automatic,Saudi,Standard,2018,1.2,68000,26500
4898,Land Cruiser,Toyota,Automatic,Gulf Arabic,Full,2015,5.7,143203,156500
4899,Elantra,Hyundai,Automatic,Saudi,Full,2019,2.0,39000,65000
4901,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,60700,33000
4902,Land Cruiser Pickup,Toyota,Manual,Saudi,Full,2021,4.0,7456,146500
4905,Furniture,Toyota,Automatic,Saudi,Semi Full,2015,4.0,205000,61000
4906,Mustang,Ford,Automatic,Other,Full,2016,5.0,92000,129000
4907,Hiace,Toyota,Manual,Gulf Arabic,Semi Full,2015,2.7,200000,47000
4912,Yukon,GMC,Automatic,Saudi,Standard,2009,5.3,523000,45000
4913,Cerato,Kia,Automatic,Saudi,Standard,2018,1.6,57000,39500
4915,Taurus,Ford,Automatic,Unknown,Standard,2018,3.5,88000,78000
4918,Optra,Chevrolet,Manual,Saudi,Semi Full,2009,2.0,290000,7500
4919,Accord,Honda,Automatic,Gulf Arabic,Full,2005,1.4,250000,17000
4920,Corolla,Toyota,Automatic,Saudi,Semi Full,2011,1.4,283971,25000
4923,Pajero,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,132000,63000
4926,LX,Lexus,Automatic,Saudi,Full,2015,5.7,248,200000
4927,Senta fe,Hyundai,Automatic,Saudi,Full,2015,3.3,337946,45000
4928,ES,Lexus,Automatic,Gulf Arabic,Semi Full,2015,3.5,104000,105000
4930,Cruze,Chevrolet,Automatic,Saudi,Standard,2016,1.8,154000,25000
4931,Armada,Nissan,Automatic,Saudi,Full,2006,5.6,266000,25000
4936,LX,Lexus,Automatic,Gulf Arabic,Full,2009,5.7,293000,122000
4939,C300,Chrysler,Automatic,Saudi,Full,2013,5.7,241000,41000
4940,Accent,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,114482,30000
4941,Furniture,Toyota,Automatic,Saudi,Standard,2020,4.0,21373,132000
4942,Elantra,Hyundai,Automatic,Saudi,Full,2017,2.0,140000,47000
4943,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,85093,29500
4944,Yukon,GMC,Automatic,Saudi,Semi Full,2011,5.3,307216,30000
4947,Duster,Renault,Automatic,Saudi,Standard,2018,2.0,117719,29500
